store,date,baguette,oil,tomato,pickle,cheese,sauce,bacon,sausage,pepperoni,chicken,water,soda
store_4,2022-01-31,96.0,384.0,214.0,214.0,180.0,316.0,84.0,214.0,80.0,192.0,114,132
store_5,2022-01-31,111.0,280.0,533.0,533.0,764.0,824.0,653.0,533.0,62.0,58.0,77,339
store_6,2022-01-31,29.0,278.0,112.0,112.0,189.0,351.0,160.0,112.0,104.0,220.0,136,230
store_7,2022-01-31,118.0,562.0,412.0,412.0,479.0,651.0,361.0,412.0,18.0,326.0,318,241
store_8,2022-01-31,10.0,88.0,107.0,107.0,303.0,456.0,293.0,107.0,238.0,68.0,78,223
store_9,2022-01-31,44.0,404.0,186.0,186.0,352.0,622.0,308.0,186.0,224.0,316.0,271,296
store_0,2022-02-01,31.0,308.0,202.0,202.0,375.0,562.0,344.0,202.0,128.0,246.0,15,211
store_1,2022-02-01,49.0,298.0,192.0,192.0,265.0,393.0,216.0,192.0,56.0,200.0,146,129
store_2,2022-02-01,6.0,108.0,12.0,12.0,36.0,114.0,30.0,12.0,60.0,96.0,48,35
store_3,2022-02-01,19.0,74.0,54.0,54.0,57.0,81.0,38.0,54.0,12.0,36.0,25,38
store_4,2022-02-01,117.0,304.0,332.0,332.0,316.0,354.0,199.0,332.0,6.0,70.0,151,160
store_5,2022-02-01,45.0,410.0,233.0,233.0,466.0,761.0,421.0,233.0,270.0,320.0,370,64
store_6,2022-02-01,70.0,292.0,158.0,158.0,187.0,344.0,117.0,158.0,162.0,152.0,194,75
store_7,2022-02-01,126.0,554.0,355.0,355.0,417.0,653.0,291.0,355.0,170.0,302.0,174,49
store_8,2022-02-01,10.0,154.0,99.0,99.0,262.0,423.0,252.0,99.0,188.0,134.0,112,181
store_9,2022-02-01,168.0,482.0,342.0,342.0,345.0,583.0,177.0,342.0,330.0,146.0,299,282
store_0,2022-02-02,22.0,312.0,192.0,192.0,372.0,560.0,350.0,192.0,108.0,268.0,60,59
store_1,2022-02-02,49.0,250.0,169.0,169.0,266.0,417.0,217.0,169.0,150.0,152.0,186,170
store_2,2022-02-02,38.0,82.0,106.0,106.0,112.0,129.0,74.0,106.0,28.0,6.0,60,11
store_3,2022-02-02,19.0,82.0,38.0,38.0,36.0,75.0,17.0,38.0,34.0,44.0,42,49
store_4,2022-02-02,59.0,140.0,211.0,211.0,336.0,438.0,277.0,211.0,182.0,22.0,144,214
store_5,2022-02-02,144.0,454.0,394.0,394.0,505.0,737.0,361.0,394.0,298.0,166.0,248,119
store_6,2022-02-02,19.0,186.0,73.0,73.0,206.0,397.0,187.0,73.0,234.0,148.0,226,43
store_7,2022-02-02,94.0,546.0,356.0,356.0,453.0,655.0,359.0,356.0,46.0,358.0,191,185
store_8,2022-02-02,40.0,356.0,145.0,145.0,177.0,322.0,137.0,145.0,14.0,276.0,221,98
store_9,2022-02-02,54.0,428.0,110.0,110.0,255.0,612.0,201.0,110.0,394.0,320.0,224,76
store_0,2022-02-03,146.0,604.0,297.0,297.0,205.0,410.0,59.0,297.0,98.0,312.0,16,19
store_1,2022-02-03,99.0,270.0,294.0,294.0,331.0,407.0,232.0,294.0,80.0,72.0,67,160
store_2,2022-02-03,3.0,54.0,30.0,30.0,84.0,141.0,81.0,30.0,66.0,48.0,66,57
store_3,2022-02-03,6.0,46.0,33.0,33.0,63.0,95.0,57.0,33.0,30.0,34.0,38,27
store_4,2022-02-03,80.0,234.0,236.0,236.0,293.0,391.0,213.0,236.0,122.0,74.0,5,3
store_5,2022-02-03,157.0,380.0,450.0,450.0,585.0,774.0,428.0,450.0,312.0,66.0,59,476
store_6,2022-02-03,86.0,266.0,270.0,270.0,296.0,357.0,210.0,270.0,28.0,94.0,160,187
store_7,2022-02-03,21.0,516.0,150.0,150.0,336.0,672.0,315.0,150.0,198.0,474.0,319,61
store_8,2022-02-03,98.0,196.0,277.0,277.0,330.0,400.0,232.0,277.0,140.0,0.0,22,151
store_9,2022-02-03,124.0,582.0,314.0,314.0,312.0,535.0,188.0,314.0,112.0,334.0,177,201
store_0,2022-02-04,141.0,508.0,291.0,291.0,253.0,460.0,112.0,291.0,188.0,226.0,127,3
store_1,2022-02-04,56.0,250.0,251.0,251.0,342.0,419.0,286.0,251.0,16.0,138.0,73,109
store_2,2022-02-04,24.0,76.0,60.0,60.0,83.0,132.0,59.0,60.0,70.0,28.0,48,33
store_3,2022-02-04,21.0,76.0,45.0,45.0,44.0,78.0,23.0,45.0,34.0,34.0,9,49
store_4,2022-02-04,21.0,300.0,141.0,141.0,224.0,358.0,203.0,141.0,10.0,258.0,9,95
store_5,2022-02-04,53.0,192.0,326.0,326.0,659.0,868.0,606.0,326.0,332.0,86.0,438,68
store_6,2022-02-04,57.0,176.0,246.0,246.0,345.0,400.0,288.0,246.0,48.0,62.0,34,200
store_7,2022-02-04,188.0,416.0,592.0,592.0,662.0,724.0,474.0,592.0,84.0,40.0,215,151
store_8,2022-02-04,104.0,282.0,254.0,254.0,259.0,359.0,155.0,254.0,126.0,74.0,165,182
store_9,2022-02-04,129.0,276.0,456.0,456.0,600.0,684.0,471.0,456.0,150.0,18.0,92,14
store_0,2022-02-05,130.0,422.0,304.0,304.0,320.0,503.0,190.0,304.0,204.0,162.0,232,26
store_1,2022-02-05,8.0,206.0,155.0,155.0,315.0,439.0,307.0,155.0,58.0,190.0,13,119
store_2,2022-02-05,23.0,82.0,77.0,77.0,99.0,131.0,76.0,77.0,28.0,36.0,1,57
store_3,2022-02-05,25.0,76.0,67.0,67.0,62.0,78.0,37.0,67.0,6.0,26.0,25,24
store_4,2022-02-05,18.0,246.0,101.0,101.0,213.0,383.0,195.0,101.0,130.0,210.0,88,21
store_5,2022-02-05,16.0,498.0,193.0,193.0,410.0,715.0,394.0,193.0,144.0,466.0,208,78
store_6,2022-02-05,63.0,226.0,159.0,159.0,228.0,377.0,165.0,159.0,198.0,100.0,122,3
store_7,2022-02-05,153.0,668.0,426.0,426.0,404.0,596.0,251.0,426.0,22.0,362.0,215,203
store_8,2022-02-05,36.0,164.0,149.0,149.0,281.0,418.0,245.0,149.0,182.0,92.0,145,88
store_9,2022-02-05,181.0,610.0,391.0,391.0,317.0,519.0,136.0,391.0,156.0,248.0,261,292
store_0,2022-02-06,139.0,444.0,317.0,317.0,313.0,492.0,174.0,317.0,192.0,166.0,101,118
store_1,2022-02-06,113.0,332.0,271.0,271.0,263.0,376.0,150.0,271.0,120.0,106.0,104,5
store_2,2022-02-06,9.0,58.0,46.0,46.0,93.0,141.0,84.0,46.0,56.0,40.0,73,56
store_3,2022-02-06,16.0,50.0,57.0,57.0,74.0,91.0,58.0,57.0,16.0,18.0,27,27
store_4,2022-02-06,30.0,220.0,143.0,143.0,257.0,398.0,227.0,143.0,122.0,160.0,60,184
store_5,2022-02-06,96.0,288.0,476.0,476.0,718.0,820.0,622.0,476.0,108.0,96.0,301,259
store_6,2022-02-06,85.0,314.0,176.0,176.0,179.0,333.0,94.0,176.0,164.0,144.0,234,227
store_7,2022-02-06,226.0,816.0,499.0,499.0,330.0,522.0,104.0,499.0,20.0,364.0,177,326
store_8,2022-02-06,55.0,286.0,189.0,189.0,242.0,359.0,187.0,189.0,58.0,176.0,193,196
store_9,2022-02-06,99.0,442.0,307.0,307.0,399.0,603.0,300.0,307.0,164.0,244.0,246,303
store_0,2022-02-07,29.0,246.0,138.0,138.0,343.0,591.0,314.0,138.0,308.0,188.0,248,85
store_1,2022-02-07,114.0,426.0,276.0,276.0,220.0,329.0,106.0,276.0,20.0,198.0,142,221
store_2,2022-02-07,31.0,118.0,83.0,83.0,78.0,111.0,47.0,83.0,10.0,56.0,82,32
store_3,2022-02-07,17.0,44.0,59.0,59.0,79.0,96.0,62.0,59.0,24.0,10.0,45,0
store_4,2022-02-07,83.0,170.0,250.0,250.0,337.0,425.0,254.0,250.0,172.0,4.0,33,129
store_5,2022-02-07,89.0,688.0,286.0,286.0,335.0,620.0,246.0,286.0,60.0,510.0,255,381
store_6,2022-02-07,74.0,158.0,246.0,246.0,338.0,411.0,264.0,246.0,136.0,10.0,214,160
store_7,2022-02-07,164.0,470.0,504.0,504.0,570.0,695.0,406.0,504.0,108.0,142.0,333,8
store_8,2022-02-07,12.0,132.0,161.0,161.0,333.0,434.0,321.0,161.0,94.0,108.0,4,248
store_9,2022-02-07,144.0,470.0,403.0,403.0,437.0,591.0,293.0,403.0,126.0,182.0,169,355
store_0,2022-02-08,130.0,334.0,438.0,438.0,498.0,547.0,368.0,438.0,24.0,74.0,303,293
store_1,2022-02-08,16.0,56.0,260.0,260.0,488.0,516.0,472.0,260.0,32.0,24.0,116,147
store_2,2022-02-08,36.0,90.0,96.0,96.0,101.0,127.0,65.0,96.0,34.0,18.0,36,39
store_3,2022-02-08,14.0,36.0,45.0,45.0,72.0,100.0,58.0,45.0,48.0,8.0,1,26
store_4,2022-02-08,77.0,372.0,212.0,212.0,203.0,322.0,126.0,212.0,20.0,218.0,23,23
store_5,2022-02-08,141.0,572.0,362.0,362.0,417.0,678.0,276.0,362.0,232.0,290.0,251,73
store_6,2022-02-08,79.0,354.0,192.0,192.0,181.0,313.0,102.0,192.0,68.0,196.0,43,207
store_7,2022-02-08,182.0,718.0,406.0,406.0,330.0,571.0,148.0,406.0,128.0,354.0,209,92
store_8,2022-02-08,42.0,248.0,130.0,130.0,214.0,376.0,172.0,130.0,160.0,164.0,92,142
store_9,2022-02-08,73.0,446.0,286.0,286.0,401.0,599.0,328.0,286.0,96.0,300.0,30,329
store_0,2022-02-09,61.0,310.0,163.0,163.0,305.0,561.0,244.0,163.0,324.0,188.0,138,353
store_1,2022-02-09,64.0,308.0,205.0,205.0,258.0,388.0,194.0,205.0,80.0,180.0,52,174
store_2,2022-02-09,42.0,164.0,84.0,84.0,45.0,88.0,3.0,84.0,6.0,80.0,80,74
store_3,2022-02-09,11.0,60.0,32.0,32.0,50.0,88.0,39.0,32.0,38.0,38.0,46,9
store_4,2022-02-09,82.0,290.0,214.0,214.0,241.0,363.0,159.0,214.0,118.0,126.0,60,111
store_5,2022-02-09,270.0,774.0,588.0,588.0,412.0,575.0,142.0,588.0,92.0,234.0,403,477
store_6,2022-02-09,78.0,346.0,156.0,156.0,150.0,317.0,72.0,156.0,144.0,190.0,141,107
store_7,2022-02-09,106.0,458.0,342.0,342.0,472.0,701.0,366.0,342.0,212.0,246.0,407,29
store_8,2022-02-09,16.0,172.0,136.0,136.0,283.0,412.0,267.0,136.0,118.0,140.0,186,145
store_9,2022-02-09,144.0,536.0,302.0,302.0,302.0,556.0,158.0,302.0,260.0,248.0,114,407
store_0,2022-02-10,67.0,388.0,154.0,154.0,250.0,520.0,183.0,154.0,286.0,254.0,196,76
store_1,2022-02-10,38.0,274.0,77.0,77.0,174.0,407.0,136.0,77.0,268.0,198.0,258,164
store_2,2022-02-10,25.0,94.0,74.0,74.0,87.0,123.0,62.0,74.0,28.0,44.0,21,82
store_3,2022-02-10,4.0,62.0,18.0,18.0,41.0,85.0,37.0,18.0,34.0,54.0,19,56
store_4,2022-02-10,37.0,138.0,153.0,153.0,302.0,441.0,265.0,153.0,214.0,64.0,114,242
store_5,2022-02-10,163.0,556.0,366.0,366.0,408.0,688.0,245.0,366.0,330.0,230.0,361,62
store_6,2022-02-10,71.0,250.0,216.0,216.0,265.0,365.0,194.0,216.0,92.0,108.0,179,144
store_7,2022-02-10,116.0,532.0,396.0,396.0,480.0,666.0,364.0,396.0,72.0,300.0,176,402
store_8,2022-02-10,67.0,320.0,198.0,198.0,221.0,340.0,154.0,198.0,52.0,186.0,118,142
store_9,2022-02-10,37.0,222.0,239.0,239.0,502.0,711.0,465.0,239.0,270.0,148.0,305,173
store_0,2022-02-11,139.0,392.0,425.0,425.0,447.0,518.0,308.0,425.0,28.0,114.0,264,198
store_1,2022-02-11,67.0,288.0,218.0,218.0,278.0,398.0,211.0,218.0,86.0,154.0,49,97
store_2,2022-02-11,18.0,58.0,59.0,59.0,97.0,141.0,79.0,59.0,66.0,22.0,17,78
store_3,2022-02-11,20.0,48.0,67.0,67.0,83.0,96.0,63.0,67.0,18.0,8.0,37,5
store_4,2022-02-11,67.0,328.0,214.0,214.0,238.0,346.0,171.0,214.0,22.0,194.0,215,222
store_5,2022-02-11,43.0,320.0,282.0,282.0,561.0,804.0,518.0,282.0,252.0,234.0,233,247
store_6,2022-02-11,43.0,210.0,157.0,157.0,253.0,383.0,210.0,157.0,136.0,124.0,70,185
store_7,2022-02-11,166.0,602.0,416.0,416.0,413.0,627.0,247.0,416.0,158.0,270.0,346,53
store_8,2022-02-11,92.0,284.0,250.0,250.0,266.0,358.0,174.0,250.0,84.0,100.0,171,65
store_9,2022-02-11,12.0,80.0,323.0,323.0,683.0,784.0,671.0,323.0,146.0,56.0,231,182
store_0,2022-02-12,114.0,436.0,294.0,294.0,319.0,496.0,205.0,294.0,146.0,208.0,211,32
store_1,2022-02-12,79.0,242.0,274.0,274.0,345.0,421.0,266.0,274.0,68.0,84.0,176,83
store_2,2022-02-12,3.0,38.0,23.0,23.0,85.0,149.0,82.0,23.0,96.0,32.0,30,12
store_3,2022-02-12,19.0,54.0,59.0,59.0,72.0,91.0,53.0,59.0,22.0,16.0,47,18
store_4,2022-02-12,60.0,344.0,139.0,139.0,162.0,338.0,102.0,139.0,128.0,224.0,183,169
store_5,2022-02-12,137.0,512.0,373.0,373.0,462.0,708.0,325.0,373.0,254.0,238.0,293,355
store_6,2022-02-12,142.0,292.0,315.0,315.0,271.0,342.0,129.0,315.0,134.0,8.0,168,162
store_7,2022-02-12,62.0,446.0,242.0,242.0,421.0,705.0,359.0,242.0,246.0,322.0,147,234
store_8,2022-02-12,103.0,208.0,338.0,338.0,381.0,396.0,278.0,338.0,28.0,2.0,97,69
store_9,2022-02-12,140.0,692.0,308.0,308.0,234.0,478.0,94.0,308.0,76.0,412.0,394,329
store_0,2022-02-13,65.0,324.0,250.0,250.0,379.0,550.0,314.0,250.0,148.0,194.0,273,201
store_1,2022-02-13,7.0,380.0,85.0,85.0,158.0,350.0,151.0,85.0,18.0,366.0,179,126
store_2,2022-02-13,5.0,76.0,55.0,55.0,98.0,134.0,93.0,55.0,6.0,66.0,50,29
store_3,2022-02-13,13.0,70.0,45.0,45.0,56.0,83.0,43.0,45.0,10.0,44.0,30,23
store_4,2022-02-13,75.0,152.0,258.0,258.0,362.0,434.0,287.0,258.0,142.0,2.0,35,215
store_5,2022-02-13,93.0,530.0,335.0,335.0,459.0,699.0,366.0,335.0,136.0,344.0,420,112
store_6,2022-02-13,44.0,212.0,167.0,167.0,262.0,384.0,218.0,167.0,120.0,124.0,106,67
store_7,2022-02-13,145.0,346.0,449.0,449.0,596.0,757.0,451.0,449.0,266.0,56.0,265,288
store_8,2022-02-13,121.0,312.0,295.0,295.0,268.0,344.0,147.0,295.0,82.0,70.0,205,191
store_9,2022-02-13,19.0,420.0,76.0,76.0,259.0,614.0,240.0,76.0,328.0,382.0,13,47
store_0,2022-02-14,89.0,270.0,344.0,344.0,477.0,579.0,388.0,344.0,112.0,92.0,63,60
store_1,2022-02-14,137.0,510.0,280.0,280.0,160.0,289.0,23.0,280.0,22.0,236.0,180,79
store_2,2022-02-14,8.0,66.0,41.0,41.0,85.0,137.0,77.0,41.0,54.0,50.0,78,37
store_3,2022-02-14,3.0,10.0,13.0,13.0,65.0,115.0,62.0,13.0,96.0,4.0,24,24
store_4,2022-02-14,18.0,240.0,81.0,81.0,197.0,388.0,179.0,81.0,178.0,204.0,64,232
store_5,2022-02-14,158.0,496.0,392.0,392.0,468.0,716.0,310.0,392.0,316.0,180.0,291,392
store_6,2022-02-14,68.0,168.0,224.0,224.0,317.0,406.0,249.0,224.0,146.0,32.0,129,112
store_7,2022-02-14,189.0,748.0,382.0,382.0,285.0,558.0,96.0,382.0,176.0,370.0,139,381
store_8,2022-02-14,6.0,166.0,101.0,101.0,262.0,417.0,256.0,101.0,156.0,154.0,140,226
store_9,2022-02-14,96.0,454.0,279.0,279.0,369.0,599.0,273.0,279.0,198.0,262.0,208,388
store_0,2022-02-15,100.0,258.0,301.0,301.0,428.0,583.0,328.0,301.0,252.0,58.0,161,106
store_1,2022-02-15,100.0,390.0,237.0,237.0,213.0,347.0,113.0,237.0,78.0,190.0,150,178
store_2,2022-02-15,24.0,96.0,61.0,61.0,74.0,122.0,50.0,61.0,48.0,48.0,1,66
store_3,2022-02-15,17.0,62.0,51.0,51.0,62.0,87.0,45.0,51.0,22.0,28.0,2,44
store_4,2022-02-15,98.0,270.0,217.0,217.0,238.0,373.0,140.0,217.0,196.0,74.0,13,247
store_5,2022-02-15,178.0,640.0,515.0,515.0,499.0,644.0,321.0,515.0,6.0,284.0,375,141
store_6,2022-02-15,86.0,278.0,178.0,178.0,198.0,351.0,112.0,178.0,200.0,106.0,91,123
store_7,2022-02-15,2.0,146.0,115.0,115.0,505.0,857.0,503.0,115.0,562.0,142.0,40,430
store_8,2022-02-15,74.0,162.0,260.0,260.0,355.0,419.0,281.0,260.0,114.0,14.0,98,133
store_9,2022-02-15,86.0,304.0,387.0,387.0,562.0,674.0,476.0,387.0,92.0,132.0,339,358
store_0,2022-02-16,7.0,316.0,16.0,16.0,208.0,556.0,201.0,16.0,394.0,302.0,85,347
store_1,2022-02-16,24.0,204.0,140.0,140.0,284.0,438.0,260.0,140.0,152.0,156.0,127,140
store_2,2022-02-16,10.0,66.0,41.0,41.0,83.0,137.0,73.0,41.0,62.0,46.0,30,17
store_3,2022-02-16,33.0,86.0,68.0,68.0,51.0,75.0,18.0,68.0,28.0,20.0,4,38
store_4,2022-02-16,51.0,258.0,185.0,185.0,259.0,379.0,208.0,185.0,84.0,156.0,179,30
store_5,2022-02-16,235.0,604.0,542.0,542.0,488.0,664.0,253.0,542.0,218.0,134.0,192,86
store_6,2022-02-16,17.0,176.0,95.0,95.0,235.0,402.0,218.0,95.0,192.0,142.0,112,156
store_7,2022-02-16,32.0,180.0,262.0,262.0,606.0,842.0,574.0,262.0,356.0,116.0,354,460
store_8,2022-02-16,108.0,286.0,286.0,286.0,285.0,357.0,177.0,286.0,74.0,70.0,229,18
store_9,2022-02-16,178.0,382.0,438.0,438.0,481.0,633.0,303.0,438.0,278.0,26.0,62,276
store_0,2022-02-17,132.0,464.0,311.0,311.0,303.0,480.0,171.0,311.0,154.0,200.0,285,164
store_1,2022-02-17,56.0,242.0,183.0,183.0,277.0,421.0,221.0,183.0,158.0,130.0,188,30
store_2,2022-02-17,31.0,102.0,84.0,84.0,87.0,119.0,56.0,84.0,24.0,40.0,47,79
store_3,2022-02-17,6.0,52.0,35.0,35.0,62.0,92.0,56.0,35.0,20.0,40.0,6,42
store_4,2022-02-17,88.0,184.0,221.0,221.0,296.0,418.0,208.0,221.0,236.0,8.0,16,191
store_5,2022-02-17,94.0,394.0,326.0,326.0,517.0,767.0,423.0,326.0,294.0,206.0,70,106
store_6,2022-02-17,26.0,54.0,171.0,171.0,363.0,463.0,337.0,171.0,198.0,2.0,104,71
store_7,2022-02-17,127.0,632.0,288.0,288.0,310.0,614.0,183.0,288.0,230.0,378.0,392,252
store_8,2022-02-17,21.0,306.0,83.0,83.0,160.0,349.0,139.0,83.0,114.0,264.0,93,108
store_9,2022-02-17,140.0,582.0,284.0,284.0,266.0,535.0,126.0,284.0,236.0,302.0,82,275
store_0,2022-02-18,48.0,426.0,97.0,97.0,194.0,503.0,146.0,97.0,288.0,330.0,56,168
store_1,2022-02-18,79.0,360.0,169.0,169.0,180.0,360.0,101.0,169.0,158.0,202.0,85,200
store_2,2022-02-18,6.0,108.0,33.0,33.0,58.0,116.0,52.0,33.0,20.0,96.0,78,32
store_3,2022-02-18,9.0,60.0,25.0,25.0,46.0,90.0,37.0,25.0,46.0,42.0,41,14
store_4,2022-02-18,40.0,270.0,159.0,159.0,238.0,373.0,198.0,159.0,80.0,190.0,38,198
store_5,2022-02-18,209.0,502.0,488.0,488.0,510.0,713.0,301.0,488.0,322.0,84.0,359,241
store_6,2022-02-18,90.0,400.0,195.0,195.0,151.0,292.0,61.0,195.0,62.0,220.0,141,150
store_7,2022-02-18,177.0,514.0,522.0,522.0,553.0,673.0,376.0,522.0,80.0,160.0,285,401
store_8,2022-02-18,62.0,162.0,261.0,261.0,368.0,419.0,306.0,261.0,64.0,38.0,46,206
store_9,2022-02-18,30.0,254.0,230.0,230.0,485.0,697.0,455.0,230.0,230.0,194.0,96,172
store_0,2022-02-19,117.0,308.0,327.0,327.0,412.0,558.0,295.0,327.0,218.0,74.0,245,345
store_1,2022-02-19,39.0,292.0,113.0,113.0,198.0,394.0,159.0,113.0,178.0,214.0,123,259
store_2,2022-02-19,27.0,76.0,77.0,77.0,96.0,130.0,69.0,77.0,46.0,22.0,75,1
store_3,2022-02-19,1.0,12.0,30.0,30.0,81.0,110.0,80.0,30.0,48.0,10.0,37,50
store_4,2022-02-19,86.0,260.0,204.0,204.0,241.0,376.0,155.0,204.0,182.0,88.0,124,121
store_5,2022-02-19,32.0,506.0,99.0,99.0,296.0,711.0,264.0,99.0,388.0,442.0,359,132
store_6,2022-02-19,80.0,462.0,163.0,163.0,98.0,261.0,18.0,163.0,24.0,302.0,194,135
store_7,2022-02-19,220.0,642.0,486.0,486.0,409.0,607.0,189.0,486.0,194.0,202.0,168,349
store_8,2022-02-19,65.0,152.0,223.0,223.0,332.0,424.0,267.0,223.0,162.0,22.0,2,127
store_9,2022-02-19,137.0,444.0,314.0,314.0,366.0,600.0,229.0,314.0,298.0,170.0,229,326
store_0,2022-02-20,181.0,400.0,368.0,368.0,344.0,514.0,163.0,368.0,302.0,38.0,348,53
store_1,2022-02-20,94.0,232.0,262.0,262.0,322.0,424.0,228.0,262.0,160.0,44.0,2,157
store_2,2022-02-20,21.0,112.0,53.0,53.0,61.0,114.0,40.0,53.0,36.0,70.0,18,66
store_3,2022-02-20,13.0,66.0,42.0,42.0,55.0,85.0,42.0,42.0,20.0,40.0,18,35
store_4,2022-02-20,38.0,230.0,144.0,144.0,244.0,391.0,206.0,144.0,140.0,154.0,129,253
store_5,2022-02-20,173.0,760.0,355.0,355.0,284.0,584.0,111.0,355.0,186.0,414.0,269,273
store_6,2022-02-20,28.0,188.0,136.0,136.0,259.0,396.0,231.0,136.0,142.0,132.0,135,78
store_7,2022-02-20,119.0,696.0,282.0,282.0,281.0,584.0,162.0,282.0,148.0,458.0,74,128
store_8,2022-02-20,59.0,292.0,194.0,194.0,240.0,356.0,181.0,194.0,58.0,174.0,119,246
store_9,2022-02-20,186.0,560.0,421.0,421.0,368.0,546.0,182.0,421.0,168.0,188.0,76,386
store_0,2022-02-21,30.0,350.0,146.0,146.0,299.0,541.0,269.0,146.0,194.0,290.0,104,222
store_1,2022-02-21,88.0,334.0,249.0,249.0,265.0,375.0,177.0,249.0,62.0,158.0,122,91
store_2,2022-02-21,19.0,62.0,64.0,64.0,99.0,139.0,80.0,64.0,56.0,24.0,3,59
store_3,2022-02-21,7.0,74.0,28.0,28.0,44.0,83.0,37.0,28.0,18.0,60.0,57,5
store_4,2022-02-21,20.0,44.0,165.0,165.0,377.0,486.0,357.0,165.0,214.0,4.0,236,138
store_5,2022-02-21,11.0,454.0,147.0,147.0,391.0,737.0,380.0,147.0,260.0,432.0,206,412
store_6,2022-02-21,27.0,160.0,121.0,121.0,259.0,410.0,232.0,121.0,196.0,106.0,38,105
store_7,2022-02-21,112.0,500.0,351.0,351.0,454.0,680.0,342.0,351.0,176.0,276.0,349,224
store_8,2022-02-21,128.0,392.0,299.0,299.0,225.0,304.0,97.0,299.0,22.0,136.0,26,27
store_9,2022-02-21,58.0,528.0,143.0,143.0,234.0,562.0,176.0,143.0,244.0,412.0,379,67
store_0,2022-02-22,214.0,552.0,463.0,463.0,329.0,436.0,115.0,463.0,90.0,124.0,349,238
store_1,2022-02-22,113.0,260.0,251.0,251.0,278.0,410.0,165.0,251.0,230.0,34.0,65,5
store_2,2022-02-22,30.0,110.0,90.0,90.0,91.0,117.0,61.0,90.0,2.0,50.0,58,60
store_3,2022-02-22,1.0,54.0,14.0,14.0,46.0,93.0,45.0,14.0,42.0,52.0,31,39
store_4,2022-02-22,114.0,232.0,304.0,304.0,329.0,394.0,215.0,304.0,126.0,4.0,10,220
store_5,2022-02-22,28.0,620.0,184.0,184.0,327.0,652.0,299.0,184.0,86.0,564.0,136,24
store_6,2022-02-22,63.0,258.0,197.0,197.0,250.0,361.0,187.0,197.0,90.0,132.0,64,32
store_7,2022-02-22,122.0,644.0,327.0,327.0,347.0,606.0,225.0,327.0,118.0,400.0,392,263
store_8,2022-02-22,101.0,288.0,237.0,237.0,242.0,356.0,141.0,237.0,142.0,86.0,4,193
store_9,2022-02-22,154.0,338.0,446.0,446.0,535.0,655.0,381.0,446.0,210.0,30.0,75,299
store_0,2022-02-23,56.0,274.0,246.0,246.0,410.0,577.0,354.0,246.0,172.0,162.0,112,97
store_1,2022-02-23,44.0,230.0,162.0,162.0,274.0,427.0,230.0,162.0,164.0,142.0,237,159
store_2,2022-02-23,25.0,84.0,69.0,69.0,87.0,128.0,62.0,69.0,48.0,34.0,54,74
store_3,2022-02-23,19.0,62.0,62.0,62.0,71.0,87.0,52.0,62.0,8.0,24.0,8,33
store_4,2022-02-23,64.0,200.0,198.0,198.0,288.0,408.0,224.0,198.0,168.0,72.0,50,229
store_5,2022-02-23,190.0,432.0,406.0,406.0,482.0,748.0,292.0,406.0,480.0,52.0,169,87
store_6,2022-02-23,64.0,134.0,218.0,218.0,331.0,421.0,267.0,218.0,174.0,6.0,178,2
store_7,2022-02-23,73.0,660.0,281.0,281.0,343.0,600.0,270.0,281.0,0.0,514.0,54,347
store_8,2022-02-23,38.0,240.0,166.0,166.0,258.0,380.0,220.0,166.0,80.0,164.0,11,162
store_9,2022-02-23,204.0,416.0,457.0,457.0,457.0,616.0,253.0,457.0,310.0,8.0,172,250
store_0,2022-02-24,31.0,234.0,237.0,237.0,446.0,597.0,415.0,237.0,130.0,172.0,319,124
store_1,2022-02-24,84.0,308.0,223.0,223.0,256.0,388.0,172.0,223.0,124.0,140.0,134,18
store_2,2022-02-24,14.0,30.0,64.0,64.0,120.0,155.0,106.0,64.0,68.0,2.0,21,77
store_3,2022-02-24,0.0,26.0,9.0,9.0,55.0,105.0,55.0,9.0,74.0,26.0,46,31
store_4,2022-02-24,77.0,154.0,246.0,246.0,346.0,431.0,269.0,246.0,170.0,0.0,241,253
store_5,2022-02-24,232.0,690.0,501.0,501.0,406.0,619.0,174.0,501.0,200.0,226.0,152,173
store_6,2022-02-24,55.0,282.0,150.0,150.0,199.0,349.0,144.0,150.0,128.0,172.0,127,149
store_7,2022-02-24,41.0,310.0,277.0,277.0,547.0,777.0,506.0,277.0,232.0,228.0,16,94
store_8,2022-02-24,81.0,338.0,191.0,191.0,192.0,333.0,111.0,191.0,106.0,176.0,154,42
store_9,2022-02-24,39.0,340.0,211.0,211.0,413.0,652.0,374.0,211.0,216.0,262.0,130,21
store_0,2022-02-25,153.0,458.0,328.0,328.0,304.0,487.0,151.0,328.0,214.0,152.0,222,154
store_1,2022-02-25,79.0,182.0,252.0,252.0,352.0,449.0,273.0,252.0,170.0,24.0,31,136
store_2,2022-02-25,29.0,96.0,73.0,73.0,81.0,122.0,52.0,73.0,44.0,38.0,49,48
store_3,2022-02-25,16.0,62.0,50.0,50.0,62.0,87.0,46.0,50.0,20.0,30.0,41,57
store_4,2022-02-25,41.0,188.0,178.0,178.0,296.0,412.0,255.0,178.0,126.0,106.0,239,150
store_5,2022-02-25,198.0,528.0,507.0,507.0,527.0,700.0,329.0,507.0,214.0,132.0,308,229
store_6,2022-02-25,93.0,314.0,257.0,257.0,252.0,333.0,159.0,257.0,34.0,128.0,137,103
